id,name,types,height,weight,color,habitat,shape,generation,evolution_chain
580,ducklett,"['water', 'flying']",5,55,blue,,wings,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 35, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'swanna', 'url': 'https://pokeapi.co/api/v2/pokemon-species/581/'}}], 'is_baby': False, 'species': {'name': 'ducklett', 'url': 'https://pokeapi.co/api/v2/pokemon-species/580/'}}"
581,swanna,"['water', 'flying']",13,242,white,,wings,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 35, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'swanna', 'url': 'https://pokeapi.co/api/v2/pokemon-species/581/'}}], 'is_baby': False, 'species': {'name': 'ducklett', 'url': 'https://pokeapi.co/api/v2/pokemon-species/580/'}}"
582,vanillite,['ice'],4,57,white,,blob,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 35, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 47, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'vanilluxe', 'url': 'https://pokeapi.co/api/v2/pokemon-species/584/'}}], 'is_baby': False, 'species': {'name': 'vanillish', 'url': 'https://pokeapi.co/api/v2/pokemon-species/583/'}}], 'is_baby': False, 'species': {'name': 'vanillite', 'url': 'https://pokeapi.co/api/v2/pokemon-species/582/'}}"
583,vanillish,['ice'],11,410,white,,blob,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 35, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 47, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'vanilluxe', 'url': 'https://pokeapi.co/api/v2/pokemon-species/584/'}}], 'is_baby': False, 'species': {'name': 'vanillish', 'url': 'https://pokeapi.co/api/v2/pokemon-species/583/'}}], 'is_baby': False, 'species': {'name': 'vanillite', 'url': 'https://pokeapi.co/api/v2/pokemon-species/582/'}}"
584,vanilluxe,['ice'],13,575,white,,heads,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 35, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 47, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'vanilluxe', 'url': 'https://pokeapi.co/api/v2/pokemon-species/584/'}}], 'is_baby': False, 'species': {'name': 'vanillish', 'url': 'https://pokeapi.co/api/v2/pokemon-species/583/'}}], 'is_baby': False, 'species': {'name': 'vanillite', 'url': 'https://pokeapi.co/api/v2/pokemon-species/582/'}}"
585,deerling,"['normal', 'grass']",6,195,pink,,quadruped,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 34, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'sawsbuck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/586/'}}], 'is_baby': False, 'species': {'name': 'deerling', 'url': 'https://pokeapi.co/api/v2/pokemon-species/585/'}}"
586,sawsbuck,"['normal', 'grass']",19,925,brown,,quadruped,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 34, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'sawsbuck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/586/'}}], 'is_baby': False, 'species': {'name': 'deerling', 'url': 'https://pokeapi.co/api/v2/pokemon-species/585/'}}"
587,emolga,"['electric', 'flying']",4,50,white,,quadruped,generation-v,"{'evolution_details': [], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'emolga', 'url': 'https://pokeapi.co/api/v2/pokemon-species/587/'}}"
588,karrablast,['bug'],5,59,blue,,humanoid,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': {'name': 'shelmet', 'url': 'https://pokeapi.co/api/v2/pokemon-species/616/'}, 'trigger': {'name': 'trade', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/2/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'escavalier', 'url': 'https://pokeapi.co/api/v2/pokemon-species/589/'}}], 'is_baby': False, 'species': {'name': 'karrablast', 'url': 'https://pokeapi.co/api/v2/pokemon-species/588/'}}"
589,escavalier,"['bug', 'steel']",10,330,gray,,arms,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': {'name': 'shelmet', 'url': 'https://pokeapi.co/api/v2/pokemon-species/616/'}, 'trigger': {'name': 'trade', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/2/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'escavalier', 'url': 'https://pokeapi.co/api/v2/pokemon-species/589/'}}], 'is_baby': False, 'species': {'name': 'karrablast', 'url': 'https://pokeapi.co/api/v2/pokemon-species/588/'}}"
590,foongus,"['grass', 'poison']",2,10,white,,arms,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 39, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'amoonguss', 'url': 'https://pokeapi.co/api/v2/pokemon-species/591/'}}], 'is_baby': False, 'species': {'name': 'foongus', 'url': 'https://pokeapi.co/api/v2/pokemon-species/590/'}}"
591,amoonguss,"['grass', 'poison']",6,105,white,,arms,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 39, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'amoonguss', 'url': 'https://pokeapi.co/api/v2/pokemon-species/591/'}}], 'is_baby': False, 'species': {'name': 'foongus', 'url': 'https://pokeapi.co/api/v2/pokemon-species/590/'}}"
592,frillish-male,"['water', 'ghost']",12,330,white,,tentacles,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 40, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'jellicent', 'url': 'https://pokeapi.co/api/v2/pokemon-species/593/'}}], 'is_baby': False, 'species': {'name': 'frillish', 'url': 'https://pokeapi.co/api/v2/pokemon-species/592/'}}"
593,jellicent-male,"['water', 'ghost']",22,1350,white,,tentacles,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 40, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'jellicent', 'url': 'https://pokeapi.co/api/v2/pokemon-species/593/'}}], 'is_baby': False, 'species': {'name': 'frillish', 'url': 'https://pokeapi.co/api/v2/pokemon-species/592/'}}"
